State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Coimbatore,"Udumalpet APMC",Carrot,Pusakesar,Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Coimbatore,"Udumalpet APMC",Cabbage,Cabbage,Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Coimbatore,"Udumalpet APMC",Thondekai,Thondekai,Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Coimbatore,"Udumalpet APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Coimbatore,"Udumalpet APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Coimbatore,"Udumalpet APMC",Lemon,Lemon,Local,15/03/2026,14000,15000,14500
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,15/03/2026,4200,4200,4200
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,15/03/2026,4200,4200,4200
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,15/03/2026,2400,2400,2400
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,2000,2000,2000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,15/03/2026,8400,8400,8400
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,3000,3000,3000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,15/03/2026,5000,5000,5000
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,15/03/2026,4800,4800,4800
"Tamil Nadu",Thanjavur,"Kumbakonam (Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,15/03/2026,3000,4200,3600
"Tamil Nadu",Villupuram,"Ulundurpettai APMC",Banana,Besrai,Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Villupuram,"Ulundurpettai APMC",Brinjal,Round,Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Villupuram,"Ulundurpettai APMC",Coriander(Leaves),"I Sort",Local,15/03/2026,6000,6000,6000
"Tamil Nadu",Villupuram,"Ulundurpettai APMC","Bhindi(Ladies Finger)",Bhindi,Local,15/03/2026,4000,4000,4000
"Tamil Nadu",Villupuram,"Ulundurpettai APMC",Amaranthus,Amaranthus,Local,15/03/2026,2000,2000,2000
"Tamil Nadu",Villupuram,"Ulundurpettai APMC",Snakeguard,Snakeguard,Local,15/03/2026,4000,4000,4000
"Tamil Nadu",Villupuram,"Ulundurpettai APMC",Raddish,Raddish,Local,15/03/2026,3000,3000,3000
"Tamil Nadu",Villupuram,"Ulundurpettai APMC","Tender Coconut","Tender Coconut",Local,15/03/2026,3000,3000,3000
"Tamil Nadu",Villupuram,"Ulundurpettai APMC","Amla(Nelli Kai)",Amla,Local,15/03/2026,8000,8000,8000
"Tamil Nadu",Villupuram,"Ulundurpettai APMC","Onion Green","Onion Green",Local,15/03/2026,3500,3500,3500
"Madhya Pradesh",Seoni,"Seoni APMC",Maize,Local,Non-FAQ,15/03/2026,1600,1650,1600
Gujarat,Narmada,"Rajpipla APMC",Banana,Other,Medium,15/03/2026,2075,2225,2150
Gujarat,Surat,"Songadh APMC",Guar,Gwar,FAQ,15/03/2026,8500,8500,8500
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC","Sweet Potato","Sweet Potato",Local,15/03/2026,1000,2500,1750
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Grapes,Green,Local,15/03/2026,6000,13500,9750
Gujarat,Rajkot,"Gondal(Veg.market Gondal) APMC",Pomegranate,Pomogranate,Local,15/03/2026,4000,10000,7000
"West Bengal","Uttar Dinajpur","Islampur APMC",Onion,"Dry F.A.Q.",FAQ,15/03/2026,1500,1700,1600
"West Bengal",Alipurduar,"Alipurduar APMC",Onion,Onion,FAQ,15/03/2026,1500,1800,1700
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,15/03/2026,3200,4000,3600
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,15/03/2026,3200,4000,3600
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,15/03/2026,4000,4800,4400
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,15/03/2026,4800,6000,5400
"Tamil Nadu",Thiruvannamalai,"Cheyyar(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,15/03/2026,3200,4000,3600
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,15/03/2026,2400,3000,2700
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,15/03/2026,2400,3600,3000
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,15/03/2026,1500,2000,1750
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,4000,4000,4000
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,15/03/2026,6500,6500,6500
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,15/03/2026,2400,2400,2400
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,3000,3000,3000
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,15/03/2026,2400,2400,2400
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,15/03/2026,5400,5400,5400
"Tamil Nadu",Thanjavur,"Papanasam(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,15/03/2026,3000,4200,3600
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,15/03/2026,3000,3400,3200
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Water Melon","Water Melon",Local,15/03/2026,2000,2400,2200
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,3000,3400,3200
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,15/03/2026,4000,4800,4400
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Pomegranate,Pomogranate,Local,15/03/2026,22000,23000,22500
"Tamil Nadu",Coimbatore,"Vadavalli(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,15/03/2026,3500,4000,3750
Tripura,Gomati,"Nutanbazar APMC",Cucumbar(Kheera),Cucumbar,FAQ,15/03/2026,4850,6000,4950
Tripura,Gomati,"Nutanbazar APMC",Brinjal,Brinjal,FAQ,15/03/2026,1850,2000,1950
Tripura,"North Tripura","Dasda APMC",Cabbage,Cabbage,FAQ,15/03/2026,1200,1400,1300
"Uttar Pradesh",Bulandshahar,"Gulavati APMC","Bottle gourd","Bottle Gourd",FAQ,15/03/2026,1400,1600,1500
Haryana,Hissar,"Barwala(Hisar) APMC",Grapes,Other,Local,15/03/2026,8000,10000,9000
Haryana,Hissar,"Barwala(Hisar) APMC",Cabbage,Cabbage,Local,15/03/2026,400,500,500
Haryana,Hissar,"Barwala(Hisar) APMC",Chikoos(Sapota),Sapota,Local,15/03/2026,4000,5000,4500
Haryana,Hissar,"Barwala(Hisar) APMC",Tomato,Tomato,Local,15/03/2026,1200,2000,1500
Haryana,Hissar,"Barwala(Hisar) APMC","Pea Pod/Pea Cod/हरी मटर",Other,Local,15/03/2026,1000,1200,1100
Haryana,Hissar,"Barwala(Hisar) APMC",Pomegranate,Pomogranate,Local,15/03/2026,13000,15000,14000
Haryana,Hissar,"Barwala(Hisar) APMC",Ber(Zizyphus/Borehannu),Ber(Zizyphus),Local,15/03/2026,2000,2500,2250
Kerala,Thiruvananthapuram,"Kattakada APMC",Colacasia,Other,"Grade B",15/03/2026,7500,7500,7500
Kerala,Malappuram,"Kottakkal APMC","Amranthas Red","Chawli Lal",Local,15/03/2026,2500,2500,2500
Kerala,Malappuram,"Kottakkal APMC","Banana - Green",Other,Local,15/03/2026,3800,3800,3800
Kerala,Malappuram,"Kottakkal APMC",Ashgourd,Other,Local,15/03/2026,1200,1400,1300
Kerala,Malappuram,"Kottakkal APMC",Beetroot,Other,Local,15/03/2026,2200,2200,2200
Kerala,Malappuram,"Kottakkal APMC","Bitter gourd",Other,Local,15/03/2026,3200,3200,3200
Kerala,Malappuram,"Kottakkal APMC",Cabbage,Other,Local,15/03/2026,1400,1400,1400
Kerala,Malappuram,"Kottakkal APMC",Drumstick,Other,Local,15/03/2026,4500,4500,4500
Kerala,Malappuram,"Kottakkal APMC",Potato,Other,Local,15/03/2026,2200,2200,2200
Kerala,Malappuram,"Kottakkal APMC","Sweet Potato",Other,Local,15/03/2026,2000,2000,2000
Haryana,Gurgaon,"Gurgaon APMC",Tomato,Other,"Grade B",15/03/2026,1500,2500,2000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,15/03/2026,6500,7000,6750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,15/03/2026,1800,2200,2000
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,15/03/2026,5000,6000,5500
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Sundarapuram(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,15/03/2026,3500,4000,3750
Kerala,Kollam,"Anchal APMC",Ashgourd,Ashgourd,Medium,15/03/2026,5700,5700,5700
Kerala,Kollam,"Anchal APMC",Capsicum,Capsicum,Local,15/03/2026,7200,7200,7200
Kerala,Kollam,"Anchal APMC",Snakeguard,Snakeguard,Local,15/03/2026,4300,4300,4300
Kerala,Kollam,"Anchal APMC",Tapioca,Other,Local,15/03/2026,2300,2300,2300
Kerala,Kollam,"Anchal APMC",Banana,Robusta,Medium,15/03/2026,3800,3800,3800
Haryana,Rohtak,"Meham APMC",Spinach,Spinach,Medium,15/03/2026,800,1500,1200
Haryana,Rohtak,"Meham APMC",Onion,Medium,Medium,15/03/2026,1000,1500,1200
"West Bengal",Darjeeling,"Siliguri APMC",Tomato,Tomato,FAQ,15/03/2026,1400,1600,1500
"West Bengal",Darjeeling,"Siliguri APMC",Rice,Fine(Basmati),FAQ,15/03/2026,4800,5000,4900
"West Bengal",Darjeeling,"Siliguri APMC","Masur Dal","Masur Dal",FAQ,15/03/2026,12100,12300,12200
Punjab,Tarntaran,"Tarantaran APMC",Cabbage,Cabbage,Local,15/03/2026,850,850,850
Punjab,Tarntaran,"Tarantaran APMC",Cucumbar(Kheera),Cucumbar,Local,15/03/2026,1100,1100,1100
Punjab,Tarntaran,"Tarantaran APMC",Onion,Other,Local,15/03/2026,1500,1500,1500
Punjab,Tarntaran,"Tarantaran APMC","Pea Pod/Pea Cod/हरी मटर",Other,Local,15/03/2026,1900,1900,1900
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,15/03/2026,3600,4000,3800
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,15/03/2026,2500,2800,2650
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,15/03/2026,1200,1500,1350
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,15/03/2026,1800,2200,2000
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,3500,3800,3650
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,15/03/2026,2500,2800,2650
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,15/03/2026,2200,2500,2350
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,15/03/2026,3500,3800,3650
"Tamil Nadu",Erode,"Gobichettipalayam(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,15/03/2026,10000,11000,10500
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC","Water Melon","Water Melon",Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,15/03/2026,4000,4400,4200
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,15/03/2026,3800,4200,4000
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,15/03/2026,2000,2300,2150
"Tamil Nadu",Erode,"Sathiyamagalam(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,15/03/2026,4000,4500,4250
Haryana,Panipat,"Samalkha APMC","Bottle gourd","Bottle Gourd",FAQ,15/03/2026,1500,1500,1500
Haryana,Panipat,"Samalkha APMC",Cabbage,Cabbage,FAQ,15/03/2026,500,500,500
Haryana,Panipat,"Samalkha APMC",Lemon,Lemon,FAQ,15/03/2026,10000,10000,10000
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Chikoos(Sapota),Sapota,Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Papaya,Papaya,Local,15/03/2026,2600,3000,2800
"Tamil Nadu",Namakkal,"Tiruchengode APMC","Bitter gourd",Other,Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Tapioca,Tapioca,Local,15/03/2026,1800,2000,1900
"Tamil Nadu",Namakkal,"Tiruchengode APMC","Sweet Potato","Hosur Red",Local,15/03/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Tiruchengode APMC",Guava,"Guava Allahabad",Local,15/03/2026,6200,7000,6600
"Tamil Nadu",Thiruchirappalli,"Thuraiyur APMC",Ashgourd,Gouard,Local,15/03/2026,1200,1500,1350
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai) APMC","Green Chilli","Green Chilly",Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Ariyalur,"Ariyalur(Uzhavar Sandhai) APMC","Onion Green","Onion Green",Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Apple,American,Local,15/03/2026,18000,24000,21000
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Orange,Darjeeling,Local,15/03/2026,6000,10000,8000
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Banana,"Red Banana",Local,15/03/2026,6500,7000,6750
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,15/03/2026,2100,2300,2200
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,15/03/2026,10000,13500,11750
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,15/03/2026,1800,2000,1900
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,3200,3400,3300
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,15/03/2026,1200,1600,1400
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Karbuja(Musk Melon)",Karbhuja,Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC",Pomegranate,Pomogranate,Local,15/03/2026,22000,23000,22500
"Tamil Nadu",Coimbatore,"RSPuram(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,15/03/2026,3400,3800,3600
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,15/03/2026,3600,7000,5300
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,15/03/2026,3400,4000,3700
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,15/03/2026,6400,7000,6700
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,15/03/2026,3000,3600,3300
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,15/03/2026,5000,5500,5250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,15/03/2026,2600,3000,2800
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,15/03/2026,6400,7200,6800
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Singanallur(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,15/03/2026,5000,6000,5500
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,3000,4000,3500
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,15/03/2026,5000,7000,6000
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,2500,4500,3500
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC","Amla(Nelli Kai)",Amla,Local,15/03/2026,7000,8000,7500
"Tamil Nadu",Coimbatore,"Pollachi(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,15/03/2026,5000,6000,5500
"Uttar Pradesh",Lucknow,"Banthara APMC",Rice,Other,FAQ,15/03/2026,2648,2668,2658
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,15/03/2026,1600,2000,1800
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,15/03/2026,6000,6500,6250
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,15/03/2026,1600,2000,1800
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,15/03/2026,3000,4200,3600
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,15/03/2026,2400,2800,2600
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,15/03/2026,2000,2400,2200
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Coimbatore,"Mettupalayam(Uzhavar Sandhai ) APMC",Mashrooms,Mashrooms,Local,15/03/2026,18000,20000,19000
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai ) APMC",Potato,Other,Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,15/03/2026,7500,8000,7750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,2000,2500,2250
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,15/03/2026,5500,6000,5750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,15/03/2026,2500,3000,2750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,15/03/2026,7500,8000,7750
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Karur,"Karur(Uzhavar Sandhai ) APMC",Mashrooms,Mashrooms,Local,15/03/2026,18000,20000,19000
Tripura,Sepahijala,Boxonagar,"Bhindi(Ladies Finger)",Bhindi,Medium,15/03/2026,4200,4500,4300
Tripura,Sepahijala,Boxonagar,"Green Chilli","Green Chilly",Medium,15/03/2026,6000,6200,6100
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,15/03/2026,4000,4500,4250
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,15/03/2026,3000,3500,3250
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Coimbatore,"Kurichi(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,15/03/2026,2800,3200,3000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,15/03/2026,3500,4000,3750
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,15/03/2026,4000,5000,4500
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,15/03/2026,4000,4000,4000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,15/03/2026,4000,4000,4000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,15/03/2026,3600,4000,3800
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,15/03/2026,3000,3000,3000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,15/03/2026,6000,6000,6000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,15/03/2026,3000,3000,3000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,15/03/2026,6000,7000,6500
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,15/03/2026,6000,11000,8500
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,15/03/2026,3000,3000,3000
"Tamil Nadu",Cuddalore,"Cuddalore(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,15/03/2026,4000,5000,4500
